year,branch,gender,type,tenth,twelve,higher_education,take_notes,prefer_tostudy,hoursstudy,time_relaxing,studymode,active_backlogs,backlog_history,participate_activities,attendance,cgpa,cgpaup,backlog,grade
4,EEE,Female,H,98,95.3,Yes,Yes,Daily,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,7.84,7.84,0,Good
3,EIE,Female,H,98,98.1,Maybe,Yes,Daily,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,above 90 %,7.7,7.7,0,Good
4,MEE,Female,H,95,93,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Always,80-90 %,8.27,8.27,0,Good
4,Other,Male,D,86,82,Yes,Yes,Daily,1,2-5 hours,"Class notes, Textbook",0,0,Occasionally,above 90 %,6.69,6.69,0,Average
4,ECE,Female,H,97,92.7,Maybe,Yes,Just before exam,1,2-5 hours,"Class notes, Textbook",0,0,Never,above 90 %,7.77,7.77,0,Good
3,EIE,Female,H,9.2,97.4,Yes,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,7.6,7.6,0,Good
1,CSE,Male,H,78,78,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes, Textbook",2,0,Occasionally,80-90 %,4.7,4.7,2,Low
4,MEE,Male,H,7.7,63.3,Yes,No,Just before exam,0,>5 hours,Online Tutorials,0,1,Occasionally,75-80 %,7,7,0,Average
1,CSE,Female,H,9.2,950,Yes,Yes,Daily,2,2-5 hours,"Online Tutorials, Class notes",1,1,Occasionally,80-90 %,6.5,6.5,1,Below_average
1,CSE,Male,H,9,9.5,Yes,No,Daily,2,2-5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,7.5,7.5,0,Good
1,Other,Female,D,9,9.5,Yes,No,Just before exam,2,2-5 hours,Class notes,2,2,Occasionally,80-90 %,5.5,5.5,2,Low
1,Other,Female,D,9.5,850,Yes,Yes,Just before exam,1,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,80-90 %,7,7,0,Average
2,EEE,Male,D,7.8,858,Yes,Yes,Daily,0,2-5 hours,Class notes,0,0,Never,80-90 %,9,9,0,Excellent
1,EEE,Female,D,9,950,Yes,Yes,Just before exam,1,2-5 hours,Class notes,0,0,Occasionally,80-90 %,8.5,8.5,0,Excellent
1,MEE,Male,H,8,950,Yes,Yes,Just before exam,2,2-5 hours,Class notes,0,0,Occasionally,80-90 %,8,8,0,Good
2,ECE,Male,H,9,9,Yes,Yes,Just before exam,0,<2 hours,Class notes,2,0,Occasionally,80-90 %,9,9,2,Low
4,MEE,Male,D,97,92,Yes,No,Just before exam,0,2-5 hours,Online Tutorials,2,7,Occasionally,75-80 %,7,7,2,Low
4,CSE,Male,H,80,90,Maybe,Occasionally,Just before exam,2,2-5 hours,"Online Tutorials, Class notes",0,7,Never,80-90 %,5.8,5.8,0,Low
4,CSE,Male,H,85,90,No,Occasionally,Just before exam,2,2-5 hours,"Online Tutorials, Class notes",0,0,Never,80-90 %,6.8,6.8,0,Average
1,ECE,Male,H,8,860,Yes,No,Just before exam,0,2-5 hours,Class notes,2,2,Occasionally,75-80 %,5,5,2,Low
3,CSE,Male,H,97,95.5,Maybe,Occasionally,Daily,3,2-5 hours,"Online Tutorials, Class notes",0,0,Never,above 90 %,7.3,7.3,0,Average
4,EEE,Female,D,90,88,Yes,Yes,Just before exam,2,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,9,9,0,Excellent
4,CSE,Female,D,83,63,Maybe,Yes,Daily,2,2-5 hours,Online Tutorials,0,0,Occasionally,80-90 %,6.3,6.3,0,Below_average
4,EEE,Female,D,90,88,Yes,Yes,Just before exam,2,>5 hours,"Online Tutorials, Class notes, Textbook",0,0,Occasionally,80-90 %,9,9,0,Excellent
3,ECE,Male,H,9.5,85,Maybe,Occasionally,Daily,0,>5 hours,Class notes,1,2,Occasionally,75-80 %,6.94,6.94,1,Below_average
2,MEE,Male,H,8.6,88,No,Yes,Just before exam,0,>5 hours,"Class notes, Textbook",4 & above,3,Never,75-80 %,4.7,4.7,4,Low
2,Other,Male,D,90,80,Maybe,Occasionally,Just before exam,1,2-5 hours,"Online Tutorials, Class notes",0,0,Occasionally,75-80 %,8.5,8.5,0,Excellent
1,MEE,Male,D,98,97,No,No,Daily,1,>5 hours,"Class notes, Textbook",0,0,Occasionally,75-80 %,8.9,8.9,0,Excellent
3,EEE,Male,H,8.9,89,No,Yes,Just before exam,1,>5 hours,"Online Tutorials, Class notes, Textbook",2,0,Occasionally,75-80 %,7.5,7.5,2,Low
3,ECE,Male,H,89,90,Yes,No,Daily,0,>5 hours,Class notes,0,0,Occasionally,80-90 %,6.4,6.4,0,Below_average
1,ECE,Male,D,8.3,91,No,No,Just before exam,0,>5 hours,"Class notes, Textbook",4 & above,7,Always,75-80 %,4.3,4.3,4,Low
